,Symbol  ,Series  ,Date  ,Prev Close  ,Open Price  ,High Price  ,Low Price  ,Last Price  ,Close Price  ,Average Price ,Total Traded Quantity  ,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
24,MSUMI,EQ,03-Aug-2023,59.95,60.0,60.1,59.15,59.75,59.65,59.61,"45,48,715","27,11,62,903.50","25,875","31,07,270",68.31
25,MSUMI,EQ,04-Aug-2023,59.65,59.9,61.0,59.5,60.35,60.5,60.46,"62,74,492","37,93,69,160.25","27,776","40,74,672",64.94
26,MSUMI,EQ,07-Aug-2023,60.5,60.9,61.0,60.0,60.3,60.3,60.28,"27,20,787","16,40,15,606.50","22,064","17,57,647",64.6
27,MSUMI,EQ,08-Aug-2023,60.3,60.3,60.9,59.8,60.4,60.4,60.22,"64,85,985","39,05,78,472.00","38,575","43,85,568",67.62
28,MSUMI,EQ,09-Aug-2023,60.4,60.0,60.65,59.55,60.5,60.45,60.06,"24,64,174","14,80,05,852.30","16,713","13,69,437",55.57
29,MSUMI,EQ,10-Aug-2023,60.45,60.8,60.8,60.2,60.6,60.5,60.41,"22,29,632","13,46,84,075.30","13,884","12,22,021",54.81
30,MSUMI,EQ,11-Aug-2023,60.5,60.7,60.75,59.1,59.25,59.2,59.44,"34,20,698","20,33,36,468.80","25,103","19,38,786",56.68
31,MSUMI,EQ,14-Aug-2023,59.2,59.2,60.1,58.15,59.3,59.4,59.1,"30,01,252","17,73,68,399.25","24,358","14,89,999",49.65
32,MSUMI,EQ,16-Aug-2023,59.4,59.15,61.05,58.65,60.7,60.65,59.73,"44,63,696","26,66,10,268.40","40,566","29,71,997",66.58
33,MSUMI,EQ,17-Aug-2023,60.65,61.1,61.15,58.9,59.75,59.65,59.48,"58,70,819","34,91,85,777.95","25,393","37,64,679",64.13
34,MSUMI,EQ,18-Aug-2023,59.65,59.65,60.0,58.9,59.7,59.55,59.2,"40,93,642","24,23,42,161.95","18,719","23,77,498",58.08
35,MSUMI,EQ,21-Aug-2023,59.55,60.3,60.3,58.6,60.05,59.7,59.36,"62,13,644","36,88,13,833.60","40,858","32,96,208",53.05
36,MSUMI,EQ,22-Aug-2023,59.7,60.0,60.25,59.1,60.0,59.7,59.5,"60,51,227","36,00,63,327.55","23,826","43,34,140",71.62
37,MSUMI,EQ,23-Aug-2023,59.7,60.0,60.7,59.15,59.55,59.5,60.0,"1,51,42,912","90,86,25,806.05","18,801","1,22,78,975",81.09
38,MSUMI,EQ,24-Aug-2023,59.5,59.95,60.3,59.15,60.1,59.95,59.73,"46,30,798","27,66,06,529.55","17,330","25,66,962",55.43
39,MSUMI,EQ,25-Aug-2023,59.95,59.85,60.4,59.35,59.6,59.6,59.79,"33,11,154","19,79,83,780.40","17,078","18,05,121",54.52
40,MSUMI,EQ,28-Aug-2023,59.6,60.1,60.3,59.65,60.1,60.0,59.98,"25,89,401","15,53,21,668.05","20,193","15,28,514",59.03
41,MSUMI,EQ,29-Aug-2023,60.0,60.05,60.2,59.1,59.15,59.15,59.62,"58,97,771","35,16,15,105.75","30,239","41,66,726",70.65
42,MSUMI,EQ,30-Aug-2023,59.15,59.65,60.15,59.1,59.55,59.55,59.63,"27,48,034","16,38,77,653.90","24,648","13,94,559",50.75
43,MSUMI,EQ,31-Aug-2023,59.55,59.6,62.45,59.5,62.25,62.1,61.52,"1,20,85,026","74,34,74,044.35","37,859","74,06,808",61.29
44,MSUMI,EQ,01-Sep-2023,62.1,62.65,67.1,62.2,65.8,65.95,65.47,"1,86,67,742","1,22,22,12,608.65","60,782","92,60,565",49.61
45,MSUMI,EQ,04-Sep-2023,65.95,66.85,68.0,65.2,65.95,65.95,66.19,"65,86,836","43,59,77,760.40","39,582","34,91,987",53.01
46,MSUMI,EQ,05-Sep-2023,65.95,66.5,67.45,64.8,65.55,65.45,66.14,"62,50,516","41,33,99,606.60","38,535","35,19,579",56.31
47,MSUMI,EQ,06-Sep-2023,65.45,66.7,66.75,64.5,65.5,65.45,65.32,"38,98,291","25,46,37,664.50","34,709","19,85,066",50.92
48,MSUMI,EQ,07-Sep-2023,65.45,65.95,66.95,64.65,66.2,66.0,66.09,"63,85,622","42,20,00,396.55","33,287","36,58,021",57.29
49,MSUMI,EQ,08-Sep-2023,66.0,66.75,67.0,65.8,66.9,66.7,66.46,"61,59,456","40,93,59,530.20","29,831","33,53,110",54.44
50,MSUMI,EQ,11-Sep-2023,66.7,67.5,67.5,66.1,66.8,66.95,66.77,"62,34,231","41,62,40,225.65","43,429","37,91,430",60.82
51,MSUMI,EQ,12-Sep-2023,66.95,67.5,67.5,62.75,64.1,63.8,64.49,"65,37,762","42,15,99,045.55","35,176","34,16,387",52.26
52,MSUMI,EQ,13-Sep-2023,63.8,63.7,64.7,61.35,63.95,63.9,62.89,"43,46,248","27,33,31,478.30","28,989","18,83,104",43.33
53,MSUMI,EQ,14-Sep-2023,63.9,64.5,66.0,64.25,65.5,65.25,65.18,"27,72,670","18,07,21,064.80","22,862","12,61,440",45.5
54,MSUMI,EQ,15-Sep-2023,65.25,65.65,66.0,64.15,65.8,65.7,65.05,"33,28,333","21,65,11,309.25","25,760","18,02,922",54.17
55,MSUMI,EQ,18-Sep-2023,65.7,66.15,66.15,64.8,65.15,65.05,65.19,"22,00,054","14,34,24,273.85","17,824","11,35,139",51.6
56,MSUMI,EQ,20-Sep-2023,65.05,65.0,65.65,64.4,65.0,64.9,64.92,"22,38,402","14,53,07,868.60","20,080","11,31,468",50.55
57,MSUMI,EQ,21-Sep-2023,64.9,64.85,64.85,63.75,63.9,63.9,64.07,"30,00,224","19,22,23,079.10","27,907","17,66,961",58.89
58,MSUMI,EQ,22-Sep-2023,63.9,63.8,64.2,62.65,64.1,63.75,63.35,"29,24,382","18,52,69,263.85","27,430","15,40,486",52.68
59,MSUMI,EQ,25-Sep-2023,63.75,64.3,64.35,62.85,63.9,63.85,63.64,"31,81,150","20,24,46,072.55","20,713","17,37,658",54.62
60,MSUMI,EQ,26-Sep-2023,63.85,64.2,64.4,63.2,63.5,63.3,63.72,"26,00,082","16,56,74,089.05","20,775","14,12,895",54.34
61,MSUMI,EQ,27-Sep-2023,63.3,63.25,64.4,62.1,64.05,64.0,63.25,"35,71,991","22,59,25,132.95","30,660","19,14,904",53.61
